,Date(UTC),price,Supply,MarketCap,Price,supply growth,daily trans.,No. of ERC20 Token Transfers,uniq. address,avg blk size,avg blk time,avg gas price,avg gas limit,daily gas used,daily blk reward,blk count reward,uncle count reward,net hashrte,net diff.,net trans. fee,net util.
1477,08/15/2019,188.24,107337063.96875,20205.1289214775,188.24,107337063.96875,689076,396836,73189676,20987,13.23,14148150754,8003282,45183685444,13507.1875,6413,407,182862.8915,2316.621,495115214127142572663,0.8804
1478,08/16/2019,185.41,107350735.53125,19903.899874849067,185.41,107350735.53125,718875,431346,73270243,21163,13.07,12115168092,8003394,43127230037,13671.5625,6449,457,182737.0873,2286.198,380932535910019507834,0.8358
1479,08/17/2019,185.69,107364381.15625,19936.491936904065,185.69,107364381.15625,641106,388555,73352533,18717,13.07,10569108357,8003453,40334874395,13645.625,6480,402,186578.2674,2342.395,285605634390667735596,0.7785
1480,08/18/2019,194.77,107377939.65625,20914.001306847807,194.77,107377939.65625,627260,376579,73432552,18467,13.18,11034378823,8002995,39565500580,13558.5,6437,404,179556.5396,2267.751,292731797020734277892,0.7681
1481,08/19/2019,202.43,107391420.71875,21739.24529609656,202.43,107391420.71875,724461,432247,73504450,21289,13.29,13799990972,8004217,45653690351,13481.0625,6374,441,179945.771,2281.337,458941730801326585089,0.8952
1482,08/20/2019,196.55,107405043.46875,21110.461293782806,196.55,107405043.46875,733520,437246,73584923,21151,13.16,13732033156,8003298,46539627909,13622.75,6432,448,178785.0863,2245.208,469550973645114680538,0.9052
1483,08/21/2019,187.32,107418673.90625,20121.66599611875,187.32,107418673.90625,731500,461021,73673279,21228,13.09,16137663683,8003379,47078815215,13630.4375,6449,435,177566.9045,2228.614,559503433834393622160,0.9131
1484,08/22/2019,190.74,107432131.65625,20491.604792113125,190.74,107432131.65625,737144,447824,73745380,21494,13.24,14728994674,8002771,45865344353,13457.75,6400,388,171272.3935,2180.014,489346336601247561157,0.8959
1485,08/23/2019,194.64,107445847.09375,20913.2596783275,194.64,107445847.09375,733282,448374,73819745,21119,13.05,13885136910,8002974,46225861903,13715.4375,6468,467,177598.6117,2212.62,457983069608466214636,0.894
1486,08/24/2019,191.08,107459136.78125,20533.29185616125,191.08,107459136.78125,684235,410952,73898038,19992,13.41,12922493779,8003006,43261048592,13289.6875,6315,391,173067.8396,2229.803,392340555421209162162,0.8563
1487,08/25/2019,186.58,107472948.46875,20052.302725299374,186.58,107472948.46875,677260,429949,73975735,22498,12.9,13825531935,8002824,47256914426,13811.6875,6572,403,174801.3614,2165.281,511208664027388185841,0.8991
1488,08/26/2019,188.46,107486444.71875,20256.895371695624,188.46,107486444.71875,750845,446151,74044657,24261,13.32,17091718069,8003100,47714174146,13496.25,6363,448,177089.2406,2246.4410000000003,632280199727374393642,0.9371
1489,08/27/2019,187.17,107499984.90625,20120.772174902806,187.17,107499984.90625,748158,470872,74109696,22150,13.19,14643027992,8002961,46838805967,13540.1875,6415,419,170420.4691,2154.57,498350931196932463906,0.9132
1490,08/28/2019,173.01,107513603.03125,18600.92846043656,173.01,107513603.03125,722262,431219,74179099,21543,13.17,14687429096,8003192,47047649342,13618.125,6410,470,173711.3269,2181.491,510605809006713976355,0.9175
1491,08/29/2019,168.95,107527356.46875,18166.74687539531,168.95,107527356.46875,724189,435426,74246618,21323,12.99,14972039939,8003133,47682883249,13753.4375,6493,451,179236.6472,2230.133,517001416257186821447,0.9185
1492,08/30/2019,168.52,107540979.09375,18122.80579687875,168.52,107540979.09375,713194,450518,74307021,21067,13.09,14683175769,8003358,46849622757,13622.625,6414,470,180476.1969,2265.1279999999997,500215056063499390682,0.9131
1493,08/31/2019,172.15,107554559.84375,18515.51747710156,172.15,107554559.84375,679773,422366,74366516,19888,13.2,14081874858,8003313,46539139676,13580.75,6420,440,177978.4232,2241.594,444688482057750218533,0.9067
1494,09/01/2019,171.42,107568123.46875,18439.327725013125,171.42,107568123.46875,690235,435149,74421789,20134,13.16,14737729279,8003142,46806044439,13563.625,6402,450,176687.9581,2227.939,456946080093521593610,0.914
1495,09/02/2019,178.76,107581753.65625,19231.31428359125,178.76,107581753.65625,757539,459161,74479463,22052,13.14,15926990579,8003528,47995961497,13630.1875,6432,447,178611.112,2243.349,562905739994953286014,0.9328
1496,09/03/2019,179.13,107595237.34375,19273.534865385936,179.13,107595237.34375,751224,456546,74545447,21631,13.25,14923674985,8003288,48244339421,13483.6875,6401,403,179057.3439,2273.744,552067618597657889646,0.942
1497,09/04/2019,175.01,107608701.65625,18832.598876860313,175.01,107608701.65625,714432,459338,74604258,20683,13.14,14800053906,8003518,47822191088,13464.3125,6392,401,175086.6283,2226.923,536606366121005796598,0.9356
1498,09/05/2019,174.38,107622333.46875,18767.182510280625,174.38,107622333.46875,769872,472840,74672450,21712,13.1,18537447007,8003433,48615446885,13631.8125,6449,433,178184.2536,2237.012,683625581690153623401,0.9427
1499,09/06/2019,169.47,107635895.21875,18241.05516272156,169.47,107635895.21875,768500,464042,74737414,22022,13.22,18511322392,8002570,48334114602,13561.75,6383,472,172733.3243,2177.12,729965679931923221810,0.9474
1500,09/07/2019,178.32,107649496.78125,19196.0582660325,178.32,107649496.78125,677445,415984,74792066,19515,13.14,17638675225,8003034,48421804111,13601.5625,6428,441,181098.5111,2277.902,678309666092547054030,0.9417
1501,09/08/2019,181.67,107663014.40625,19559.13982718344,181.67,107663014.40625,675137,423009,74846497,19207,13.22,18529952052,8002612,48132098440,13517.625,6402,426,180477.091,2283.717,726611953083256959760,0.9407
1502,09/09/2019,180.84,107676536.09375,19472.22478719375,180.84,107676536.09375,756508,473428,74908829,21393,13.13,20493754439,8002646,48427577923,13521.6875,6434,387,177112.0631,2243.437,832393931196387494108,0.9411
1503,09/10/2019,180.01,107690032.65625,19385.28277845156,180.01,107690032.65625,691617,416121,74965530,19760,13.26,21909433505,8002791,48026339185,13496.5625,6388,429,178378.5661,2260.805,916930693463297630711,0.9405
1504,09/11/2019,178.48,107703579.96875,19222.9349528225,178.48,107703579.96875,705292,415999,75025560,19801,13.13,21354287415,8003203,48191144192,13547.3125,6437,401,179039.046,2262.2070000000003,868766728814777072470,0.9364
1505,09/12/2019,181.19,107717220.34375,19517.283154084063,181.19,107717220.34375,723726,443881,75090756,20315,13.1,22875111264,8003047,48329272913,13640.375,6436,450,185563.6201,2328.303,962059439753367510350,0.9386
1506,09/13/2019,181.56,107730592.34375,19559.56634593125,181.56,107730592.34375,623470,379468,75148460,17954,13.32,22002957173,8003727,47536944092,13372.0,6313,444,181414.6861,2319.702,871141810079849713035,0.9417
1507,09/14/2019,188.9,107744216.09375,20352.882420109374,188.90,107744216.09375,628467,384653,75202158,17794,13.12,22838238246,8017619,48627971672,13623.75,6440,444,184795.162,2319.335,955764587474667177976,0.9418
1508,09/15/2019,189.48,107757738.71875,20417.93633242875,189.48,107757738.71875,633961,368022,75258357,18290,13.27,22247768825,8122318,49230370374,13522.625,6377,458,183581.7865,2320.624,969794892864245116342,0.95
1509,09/16/2019,197.85,107771461.03125,21322.583565032808,197.85,107771461.03125,733010,431494,75322527,20696,13.07,22828478879,8202700,50810139433,13722.3125,6455,477,189304.7567,2359.482,1009410962674247079821,0.9542
1510,09/17/2019,207.9,107785022.15625,22408.50610628437,207.90,107785022.15625,681814,408000,75382725,19884,13.2,26408295258,8471791,51367339795,13561.125,6429,418,192000.1552,2422.786,1223124741214862113670,0.9504
1511,09/18/2019,210.5,107798718.53125,22691.630250828126,210.50,107798718.53125,708743,407914,75444047,20004,13.06,28400755958,8463029,51885861290,13696.375,6477,438,196018.5435,2449.169,1295192442565078815595,0.9463
1512,09/19/2019,221.01,107812131.59375,23827.55920353469,221.01,107812131.59375,692484,411236,75499190,20232,13.33,29790611153,9191155,55081273776,13413.0625,6327,457,190494.7857,2426.113,1460475046922222479646,0.9456
1513,09/20/2019,218.26,107825791.09375,23534.057164121874,218.26,107825791.09375,717128,424953,75566874,20405,13.06,28547468411,9957030,60925909462,13659.5,6451,448,193637.0258,2425.024,1468015631460290105012,0.9492
1514,09/21/2019,215.1,107839358.09375,23196.245925965624,215.10,107839358.09375,596973,335591,75624230,17460,13.21,23160146334,9962924,60650890180,13567.0,6392,464,198978.4597,2507.547,1153966243312103458221,0.953
1515,09/22/2019,211.23,107852824.34375,22781.752086130313,211.23,107852824.34375,576563,331726,75677791,17263,13.24,20620710292,9960483,59705129302,13466.25,6391,404,192734.9286,2450.669,895181759408610020802,0.9386
1516,09/23/2019,200.97,107866496.46875,21677.929795324686,200.97,107866496.46875,639394,387685,75729950,18540,13.15,25273983935,9959699,61284564720,13672.125,6448,462,199333.536,2492.39,1314774218723694699859,0.9549
1517,09/24/2019,166.47,107879822.59375,17958.754067181562,166.47,107879822.59375,709522,415267,75799626,21929,13.47,29005803910,9954207,59509161810,13326.125,6276,454,191290.0079,2455.7889999999998,1541682265150152198098,0.9531
1518,09/25/2019,170.22,107893419.46875,18365.617861970626,170.22,107893419.46875,677675,387690,75866556,20201,13.24,34523331716,9952552,59867551721,13596.875,6384,490,196682.8169,2472.126,1627783447891876963558,0.9428
1519,09/26/2019,166.06,107906899.78125,17919.019777674373,166.06,107906899.78125,657676,375216,75924950,19594,13.21,24844463848,9967568,58227975045,13480.3125,6403,405,197297.1021,2503.888,1219393511656496338874,0.9131
1520,09/27/2019,174.39,107920298.90625,18820.220926260936,174.39,107920298.90625,623632,382874,75981296,18864,13.36,25309113745,9975758,57710087163,13399.125,6337,434,194629.5574,2483.532,1239590123761337528692,0.9134
1521,09/28/2019,174.14,107933829.59375,18795.597085455625,174.14,107933829.59375,607857,358931,76027716,17824,13.11,22571983572,9980240,61155057978,13530.6875,6438,391,195699.3392,2475.973,1214596925322569116725,0.9522
1522,09/29/2019,169.68,107947405.28125,18316.5157281225,169.68,107947405.28125,591986,337290,76078608,17629,13.19,23509644437,9977252,61234809975,13575.6875,6418,435,194449.6847,2451.547,1131885866024375650266,0.9567
1523,09/30/2019,181.47,107960850.84375,19591.655602615312,181.47,107960850.84375,683924,395222,76147749,20424,13.22,21698036057,9976323,59624934681,13445.5625,6384,401,193290.9662,2461.362,1014741493509434163372,0.9369
1524,10/01/2019,176.39,107974421.90625,19045.60828004344,176.39,107974421.90625,645073,450722,76268956,21073,13.18,14792630237,9952421,52155673833,13571.0625,6426,421,194142.7961,2449.823,510519279421006941765,0.8166
1525,10/02/2019,181.06,107987789.78125,19552.269217793124,181.06,107987789.78125,627137,521071,76383600,20496,13.32,14784178819,9931133,48841413822,13367.875,6337,402,188135.7534,2412.0679999999998,485105781165240159548,0.7773
1526,10/03/2019,175.17,108001278.15625,18918.583894630312,175.17,108001278.15625,615189,527876,76487422,20571,13.22,16416641528,9936579,51875233927,13488.375,6400,402,186885.8356,2373.851,644288279765408821815,0.8161
1527,10/04/2019,176.21,108014804.71875,19033.288739490934,176.21,108014804.71875,590197,542328,76573759,20375,13.17,16620612726,9825027,45778790374,13526.5625,6440,377,188236.163,2385.742,495206673212367410386,0.725
1528,10/05/2019,176.9,108028353.09375,19110.215662284372,176.90,108028353.09375,595118,362531,76659168,17833,13.11,15308020009,9321550,38457122322,13548.375,6441,390,188788.1289,2387.834,427436529489670967286,0.6438
1529,10/06/2019,170.26,108041933.03125,18395.219517900627,170.26,108041933.03125,571769,554835,76816732,17138,13.08,13863525470,9612017,44029342589,13579.9375,6449,399,189711.3362,2393.554,390611190603793464580,0.7106
1530,10/07/2019,180.49,108055328.46875,19502.906235324688,180.49,108055328.46875,629382,437015,76910360,20757,13.27,14672557297,9712671,42583953395,13395.4375,6364,391,187555.9301,2398.939,438560662555171618439,0.6894
1531,10/08/2019,181.09,108068692.71875,19570.15956443844,181.09,108068692.71875,710373,464679,77010435,21786,13.35,14792097829,9817209,43680971034,13364.25,6352,384,186244.7815,2388.888,466796129900169257919,0.702
1532,10/09/2019,193.43,108082116.53125,20906.323800639686,193.43,108082116.53125,751354,502235,77108748,23163,13.27,16947877071,9946088,48056682205,13423.8125,6362,409,185639.6907,2368.8179999999998,569675094447032268556,0.7606
1533,10/10/2019,191.73,108095485.71875,20725.147476855935,191.73,108095485.71875,706127,449708,77221687,21463,13.34,15841678706,9939459,44066111719,13369.1875,6344,403,188842.2452,2418.256,498838043446028094444,0.6996
1534,10/11/2019,180.94,108108909.65625,19561.226113201876,180.94,108108909.65625,702673,460189,77321621,21115,13.3,15370015405,9867166,43243119549,13423.9375,6359,411,193819.3686,2473.5589999999997,469916381281247231146,0.6911
1535,10/12/2019,180.09,108122223.09375,19471.73115695344,180.09,108122223.09375,634450,430362,77412449,19119,13.37,14536181143,9826023,39585029406,13313.4375,6329,383,187123.4417,2408.74,391504583309412713119,0.6385
1536,10/13/2019,181.37,108135653.21875,19612.563424284686,181.37,108135653.21875,566845,359455,77490256,17463,13.32,15214219663,8846460,36279901108,13430.125,6374,398,192904.6556,2461.158,376372285124709560433,0.6426
1537,10/14/2019,186.96,108149065.34375,20219.5492566675,186.96,108149065.34375,650601,453676,77593961,20292,13.23,15219524599,9617262,42039570554,13412.125,6387,374,188728.8483,2411.799,444695851021690358783,0.686
1538,10/15/2019,180.74,108162656.09375,19549.318462384374,180.74,108162656.09375,690703,444098,77697481,21538,13.07,15110469830,9892661,42535426594,13590.75,6431,424,199635.4789,2516.1929999999998,466904748070423025398,0.6711
1539,10/16/2019,174.76,108175993.59375,18904.83664044375,174.76,108175993.59375,694589,470877,77788178,21974,13.33,14449734443,9826959,43299074292,13337.5,6332,392,193962.352,2492.3179999999998,455449565818279331732,0.6974
1540,10/17/2019,177.5,108189296.90625,19203.60020085937,177.50,108189296.90625,703704,467584,77880981,22039,13.39,14111516782,9777044,42752796011,13303.3125,6300,413,193195.3343,2486.53,431511495884489182950,0.6961
1541,10/18/2019,173.29,108202606.71875,18750.429718292187,173.29,108202606.71875,733646,478931,77989323,22807,13.34,14295776270,9893881,43208386571,13309.8125,6328,385,187021.2994,2407.067,462716782333963043149,0.6921
1542,10/19/2019,172.37,108215941.78125,18653.181884834066,172.37,108215941.78125,665170,415711,78076894,20248,13.31,14181262788,9887149,39258418316,13335.0625,6354,365,193141.7473,2483.621,413375987115214355591,0.627
1543,10/20/2019,175.84,108229319.90625,19031.043612315,175.84,108229319.90625,612341,405234,78142886,18765,13.27,15579342674,9836013,36828448156,13378.125,6367,374,193542.0555,2480.646,445683716212835301022,0.5902
1544,10/21/2019,174.64,108242518.59375,18903.4734472125,174.64,108242518.59375,678528,460519,78220129,20915,13.42,15275793403,9826170,39535510961,13198.6875,6293,355,186014.7475,2417.52,464133945000862835453,0.6411
1545,10/22/2019,171.64,108255965.09375,18581.05384869125,171.64,108255965.09375,726230,493948,78290055,22240,13.25,16354366795,9885005,44405147164,13446.5,6412,364,187596.6071,2392.0229999999997,535165152981327637639,0.7022
1546,10/23/2019,162.72,108269385.46875,17617.594403475,162.72,108269385.46875,736388,500347,78362088,24468,13.27,18828418999,9956244,49243736342,13420.375,6384,382,194378.8577,2482.166,689667742694486048188,0.7759
1547,10/24/2019,161.07,108282586.71875,17441.076242789062,161.07,108282586.71875,724917,485860,78438894,23565,13.52,15247927380,9969355,48059164649,13201.25,6264,396,189521.9698,2458.663,534224825736827865467,0.771
1548,10/25/2019,181.79,108295510.46875,19687.040848114066,181.79,108295510.46875,741655,463776,78515151,24096,13.8,16022315848,9935455,45164738156,12923.75,6127,396,182920.1315,2422.857,563583145272984752945,0.744
1549,10/26/2019,180.16,108308702.15625,19512.89578047,180.16,108308702.15625,716822,450061,78597369,23163,13.5,16003775608,9912731,43261777576,13191.6875,6267,387,187611.5163,2436.074,558225547565575287079,0.6975
1550,10/27/2019,184.34,108321630.96875,19968.009452779374,184.34,108321630.96875,642955,421348,78665468,20478,13.71,14662908845,9665646,37445461403,12928.8125,6174,345,182320.5677,2416.3979999999997,443947594165053209664,0.6268
1551,10/28/2019,182.09,108334778.53125,19726.67982275531,182.09,108334778.53125,721335,464255,78743661,23136,13.55,16063415762,9953595,45092739148,13147.5625,6242,389,184699.5557,2406.581,534471321826969820740,0.7263
1552,10/29/2019,191.11,108347878.78125,20706.363113884687,191.11,108347878.78125,707622,443396,78817893,22707,13.63,16275212916,9955847,46594160648,13100.25,6211,400,185683.4638,2426.721,552415442195059364908,0.754
1553,10/30/2019,183.52,108361062.78125,19886.422241615,183.52,108361062.78125,717618,471237,78887777,22813,13.55,16158350778,9955397,47241594774,13184.0,6234,420,188925.8577,2453.14,562591704551320607504,0.7627
1554,10/31/2019,182.59,108374180.40625,19788.041600377186,182.59,108374180.40625,744118,513774,78970048,23960,13.6,15988367551,9913508,43892717086,13117.625,6216,402,188955.653,2466.873,535243828726596439028,0.7147
1555,11/01/2019,183.4,108387414.84375,19878.25188234375,183.40,108387414.84375,705019,470965,79048197,22541,13.48,15357755865,9915013,43231578835,13234.4375,6279,399,190522.2155,2464.9770000000003,491681230543599814628,0.6968
1556,11/02/2019,183.45,108400447.71875,19886.06213400469,183.45,108400447.71875,590976,360540,79111842,19180,13.69,14245599208,9876316,41264832877,13032.875,6166,410,187497.2537,2463.468,392108506847438143936,0.6802
1557,11/03/2019,181.92,108413611.15625,19722.604141545,181.92,108413611.15625,571113,356653,79166882,18029,13.48,14596844718,9853553,45595134768,13163.4375,6270,363,186341.3478,2427.241,411123615261259386643,0.7392
1558,11/04/2019,186.49,108426650.78125,20220.48610419531,186.49,108426650.78125,670783,425304,79227683,21459,13.67,15086847398,9939762,47374699243,13039.625,6196,386,183158.2215,2404.265,479957987620126791615,0.7707
1559,11/05/2019,188.96,108439779.28125,20490.780692985,188.96,108439779.28125,739254,450284,79309622,23013,13.59,14471734891,9915646,47782022407,13128.5,6227,396,185653.8604,2421.938,507675379756365715936,0.7755
1560,11/06/2019,191.24,108452865.78125,20740.52605200625,191.24,108452865.78125,707733,445169,79395989,22415,13.64,13890291945,9893167,44645890614,13086.5,6203,400,188146.3516,2461.888,463924070300083267725,0.7296
1561,11/07/2019,186.54,108465897.15625,20233.228455526874,186.54,108465897.15625,857371,506911,79492691,25894,13.67,17205356282,9935907,46497162160,13031.375,6167,410,187902.6798,2468.419,660624229658787682853,0.7621
1562,11/08/2019,183.85,108478951.59375,19943.855250510936,183.85,108478951.59375,699138,431770,79558600,21548,13.69,14143518466,9940761,49535804219,13054.4375,6189,399,186125.1496,2440.986,500791460927865544185,0.8071
1563,11/09/2019,185.11,108491833.21875,20082.923247122806,185.11,108491833.21875,604007,358884,79611653,19819,13.8,14334783126,9955121,46650816090,12881.625,6137,358,185629.0391,2469.3379999999997,415895883710750475973,0.7666
1564,11/10/2019,189.29,108504461.15625,20538.80945226656,189.29,108504461.15625,609364,375401,79672495,19801,14.1,13888122126,9940567,44262798431,12627.9375,6001,367,185993.7726,2523.534,403374049866825588113,0.7451
1565,11/11/2019,184.91,108517095.90625,20065.896204024688,184.91,108517095.90625,710155,463906,79748042,23472,14.15,14764625146,9967074,47569059750,12634.75,5984,388,183827.7149,2492.5789999999997,498673182647334728334,0.7987
1566,11/12/2019,187.09,108529802.40625,20304.840732185312,187.09,108529802.40625,708660,439524,79815460,23057,14.09,14527702801,9962213,47261810205,12706.5,6022,388,186497.6129,2513.79,481223546472793465372,0.7885
1567,11/13/2019,188.1,108542477.21875,20416.839964846877,188.10,108542477.21875,713551,461155,79888914,22898,14.05,14942230244,9962113,46816524271,12674.8125,6013,381,189834.3566,2565.169,492616864491097687047,0.7835
1568,11/14/2019,184.68,108555125.34375,20047.96054848375,184.68,108555125.34375,679505,449427,79962601,21895,14.06,15987898238,9958761,48008038369,12648.125,6030,346,185732.041,2516.821,497247743221814153912,0.8024
1569,11/15/2019,180.03,108567735.78125,19545.44947269844,180.03,108567735.78125,683049,455743,80017881,22444,14.1,14426485520,9968196,48944463318,12610.4375,5986,375,184339.1196,2503.8360000000002,479643487275843882327,0.8212
1570,11/16/2019,182.61,108580352.03125,19827.85808442656,182.61,108580352.03125,596661,379056,80073988,19589,14.12,13100698613,9959163,46901679980,12616.25,6014,348,180723.6621,2454.342,379951505903036384543,0.7842
1571,11/17/2019,184.2,108593048.21875,20002.83948189375,184.20,108593048.21875,600168,380209,80127269,19970,14.07,13599253833,9954653,48180238374,12696.1875,6023,383,185684.0567,2504.387,402111509834007297062,0.8046
1572,11/18/2019,178.23,108605634.09375,19356.782164529064,178.23,108605634.09375,734472,477720,80187610,24983,14.19,21613413943,9970883,48723441259,12585.875,5981,366,186160.7828,2534.157,618224443406133057704,0.8189
1573,11/19/2019,175.96,108618085.90625,19112.43839606375,175.96,108618085.90625,735532,496384,80261631,25545,14.39,14275368805,9965885,47501722479,12451.8125,5896,389,175333.371,2410.311,514580194545251535206,0.8108
1574,11/20/2019,174.68,108630714.53125,18975.61321431875,174.68,108630714.53125,689771,442749,80328223,22934,14.17,15039835571,9950368,49149782138,12628.625,5990,378,173702.3998,2356.766,508597206183188327944,0.8264
1575,11/21/2019,161.18,108643484.78125,17511.156877041874,161.18,108643484.78125,762896,502016,80407772,28973,13.96,17827294565,9970250,51302374778,12770.25,6070,372,183109.0627,2455.856,764870316334321523913,0.8492
1576,11/22/2019,150.22,108656023.09375,16322.307789143126,150.22,108656023.09375,794748,485853,80484088,31687,14.27,23870653045,9972747,52569747211,12538.3125,5963,357,178083.5605,2434.56,1247618682938339845269,0.8849
1577,11/23/2019,152.42,108668704.59375,16563.283954179376,152.42,108668704.59375,631670,397958,80565319,23859,14.06,13470958455,9863660,43040367818,12681.5,6054,336,180500.2788,2440.567,426844751724791788441,0.7247
1578,11/24/2019,140.42,108681328.71875,15261.032178686875,140.42,108681328.71875,596880,393177,80626464,23468,14.12,13759387353,9851639,42947582364,12624.125,6013,350,180480.0363,2450.6479999999997,426170439949826944360,0.7256
1579,11/25/2019,146.22,108693755.21875,15893.200888085625,146.22,108693755.21875,762888,482402,80712797,30507,14.36,20123981060,9979329,52913145098,12426.5,5901,364,183588.536,2531.851,983451890585947249632,0.8991
1580,11/26/2019,148.0,108705569.78125,16088.424327625,148.00,108705569.78125,679733,443883,80779825,30709,14.98,16321234587,9981243,50730835450,11814.5625,5663,285,168897.623,2453.388,685816215734703381429,0.8982
1581,11/27/2019,153.05,108717453.59375,16639.206272523435,153.05,108717453.59375,674957,587688,80836445,28400,15.02,14460479877,9979986,48771877406,11883.8125,5656,333,174877.5321,2522.862,549528134124907763819,0.8646
1582,11/28/2019,151.31,108729230.28125,16451.819833855934,151.31,108729230.28125,623080,731422,80903547,27609,15.09,14616747830,9978965,49302947740,11776.6875,5626,307,174311.4474,2538.431,545171243593156264112,0.8792
1583,11/29/2019,154.94,108740986.59375,16848.328462835623,154.94,108740986.59375,670568,489936,80969801,27639,15.19,13456025432,9972343,46377243235,11756.3125,5617,305,174000.1415,2538.604,466649687104896615217,0.8292
1584,11/30/2019,152.2,108752925.09375,16552.19519926875,152.20,108752925.09375,584871,501153,81048210,24380,14.88,13169970955,9974515,45026645436,11938.5,5702,316,176390.3669,2532.424,406069891267931870687,0.7928
1585,12/01/2019,151.36,108764610.34375,16462.61142163,151.36,108764610.34375,615069,505746,81118923,25933,15.22,16157752499,9964930,44980697562,11685.25,5608,276,172298.0926,2530.006,491442702093312516610,0.8064
1586,12/02/2019,149.36,108776492.96875,16246.8569898125,149.36,108776492.96875,681210,524586,81191681,27066,14.98,15214773817,9929661,45008908454,11882.625,5668,318,175854.8519,2538.232,501688389429494594150,0.8024
1587,12/03/2019,147.73,108788346.96875,16071.302497693436,147.73,108788346.96875,610528,502134,81255332,24340,15.1,13985120429,9833910,42762888140,11854.0,5634,344,178911.143,2585.802,435856745043069224840,0.7724
1588,12/04/2019,145.73,108800066.59375,15855.433704707188,145.73,108800066.59375,661004,539671,81308329,29349,15.25,13990237704,9970118,46297458570,11719.625,5572,338,175050.2398,2559.11,486052553788431777161,0.8339
1589,12/05/2019,148.32,108811855.28125,16138.974375315,148.32,108811855.28125,617647,464502,81384265,24676,15.17,13294192486,9335447,40476673359,11788.6875,5623,319,172730.816,2511.603,417555309665926787611,0.7862
1590,12/06/2019,149.06,108823634.65625,16221.250981860625,149.06,108823634.65625,573666,383231,81441816,23017,15.18,13469631277,8024332,34526412286,11779.375,5606,330,171233.5507,2492.348,372493451991900615265,0.7683
1591,12/07/2019,147.79,108835468.40625,16084.793875759686,147.79,108835468.40625,488124,356588,81490251,19382,15.08,12143075170,8109344,33571132947,11833.75,5661,296,176272.2813,2556.643,308973700731051660675,0.7288
1592,12/08/2019,151.06,108847158.84375,16442.451814936874,151.06,108847158.84375,440672,499871,81532790,20648,15.15,9619578683,9868729,40676929706,11690.4375,5627,259,169367.0811,2486.1220000000003,265098525128129066889,0.7333
1593,12/09/2019,147.68,108858961.78125,16076.291475855,147.68,108858961.78125,635462,520702,81599878,24920,15.13,11586206259,9967423,43570983807,11802.9375,5647,303,172054.712,2498.408,381435427612885249702,0.7746
1594,12/10/2019,145.92,108870925.78125,15886.44549,145.92,108870925.78125,631603,518485,81655811,25190,14.93,12196873088,9967045,46880081787,11964.0,5696,332,179249.6091,2569.205,418738180177831825851,0.8261
1595,12/11/2019,143.61,108882603.71875,15636.63072004969,143.61,108882603.71875,625349,417819,81713886,24671,15.25,13193611413,9969711,47184199263,11677.9375,5580,303,171878.7392,2524.277,428872788684743798861,0.8498
1596,12/12/2019,145.05,108894521.21875,15795.150302779684,145.05,108894521.21875,635638,437543,81850119,24847,14.95,12094101016,9974938,48463673367,11917.5,5706,296,174150.7808,2506.936,419127534481855551757,0.8528
1597,12/13/2019,144.97,108905946.03125,15788.09499615031,144.97,108905946.03125,621511,410534,82008641,24562,15.53,12025417709,9974043,45742352253,11424.8125,5473,277,174481.2401,2621.77,398814109915863305797,0.8396
1598,12/14/2019,142.18,108916561.65625,15485.756736285624,142.18,108916561.65625,551143,366696,82166809,23121,16.67,11649625168,9964759,41283009067,10615.625,5131,206,175955.0134,2848.513,340902506530714383340,0.8091
1599,12/15/2019,142.74,108927241.21875,15548.274411564375,142.74,108927241.21875,526996,352143,82325394,22918,16.62,12379589133,9956675,40953313167,10679.5625,5127,249,174569.0659,2805.574,352163253058719398227,0.803
1600,12/16/2019,132.68,108937835.09375,14453.87196023875,132.68,108937835.09375,634682,419466,82432247,26804,16.75,13569145225,9975691,43582425983,10593.875,5096,234,172713.111,2799.702,502340850500566775265,0.8591
1601,12/17/2019,122.11,108948352.28125,13303.683297063435,122.11,108948352.28125,646999,416001,82513782,27159,16.82,15434108069,9973607,45375486033,10517.1875,5050,247,165001.0049,2691.3509999999997,667705801492541777821,0.9023
1602,12/18/2019,133.07,108958767.78125,14499.143228650937,133.07,108958767.78125,663295,433571,82602621,28105,17.04,16536921861,9974464,44447973005,10415.5,4989,256,157833.9578,2599.972,570354672937133563790,0.895
1603,12/19/2019,128.31,108969181.09375,13981.835626139062,128.31,108969181.09375,620140,406347,82686186,27176,16.93,12757474902,9979386,43975524104,10413.3125,5015,225,157333.8268,2594.2070000000003,431477175766938724887,0.8795
1604,12/20/2019,128.58,108979525.59375,14012.587400844375,128.58,108979525.59375,614338,396702,82788461,27193,17.08,12994689673,9981669,43735415208,10344.5,4989,212,152167.876,2527.842,438282455843686084426,0.8789
1605,12/21/2019,127.52,108990041.34375,13898.410072155,127.52,108990041.34375,545378,340489,82976939,24585,16.82,11587579022,9968350,41197421318,10515.75,5078,212,156301.3854,2552.824,342874263987433124374,0.8146
1606,12/22/2019,132.56,109000380.46875,14449.0904349375,132.56,109000380.46875,529935,343938,83113630,24407,17.15,11038288256,9971939,39908140268,10339.125,4993,206,153702.363,2554.315,321917912588682928893,0.8026
1607,12/23/2019,128.1,109010728.46875,13964.274316846875,128.10,109010728.46875,631635,408214,83220407,27160,17.08,12723118611,9971866,43281371948,10348.0,4998,204,154446.2514,2565.197,430460201919398053478,0.8691
